TR:mock:CellLine,TR:IFNG,TR:TNFA,TR:IL1A,TR:IL6,TR:IGF1,TR:TGFA,TR:lps,TR:MP2K2/MP2K1i,TR:p38i,TR:pi3ki,TR:ikki,TR:MTORi,TR:GSK3A/GSK3Bi,TR:MK08/MK09i,DA:akt,DA:MK03/MK01,DA:GSK3A/GSK3B,DA:IKBA,DA:KS6B1,DA:KS6A1,DA:STAT3,DA:JUN,DA:creb,DA:HSPB1,DA:IRS1_s,DA:MP2K2/MP2K1,DV:akt,DV:MK03/MK01,DV:GSK3A/GSK3B,DV:IKBA,DV:KS6B1,DV:KS6A1,DV:STAT3,DV:JUN,DV:creb,DV:HSPB1,DV:IRS1_s,DV:MP2K2/MP2K1
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.186966397305402,-0.0625902900908964,-0.0557937651662725,0.0516468744844447,0.079913467670513,0.0721029621646531,0.00100132028925236,NA,-0.00560060055865538,0.0487976566101798,-9.0172139507846e-05,-0.00113969116223434
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,-0.00665990351810212,0.000393318792009827,0.000106021691991269,-0.00412356547417902,-0.0138162204513057,0.110998990918264,0.00621889409772078,-0.0390163618523464,-0.0121345724080048,0.0164497702308355,-0.00913942537290154,0.000358562140607138
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.659655106544509,0.0370997118865125,0.324362220073834,0.79615198988453,0.703983508262558,0.534298200992216,-0.00186260872679948,NA,0.497165199253845,NA,0.54223916614798,0.529302460726428
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.846299547186017,0.353587143242375,0.337150964079287,0.823401952140388,0.810132715359369,0.696011356052631,-0.00730781811125441,NA,0.650696599919655,NA,0.828773839637312,0.754151394182319
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.637766754624647,0.750397837260053,0.723716356626033,0.163121958518406,0.747614637990926,0.742904747148991,0.907485268296851,NA,0.518115694958415,0.684081024552533,0.755909098662112,0.815587955505471
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.164410578078991,-0.00122531204479053,-0.0645020056517641,0.000838379482748646,0.312150975179767,-0.00481794395970447,-0.00980993255671367,4.64991017705449e-05,-0.00519785253542181,-0.0131168446531274,0.0857965596875714,0.0583891330309489
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,NA,0.804122254189012,0.822276820802436,0.197008196091797,0.890658962409908,0.853454984911184,0.00879166884714009,NA,0.670581665343889,NA,0.866225378407311,NA
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.672715912062004,0.249210157250311,0.47042449307487,0.895141134547392,0.645768016515575,0.237746655285485,0.00879166884714009,NA,0.536822155062538,NA,0.325913844654817,0.371001627245548
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.215970991634146,-0.0311288491630143,-0.209986271742352,0.0563011151798157,0.182461788476185,-0.00219960627687064,0.00432853209528007,0.00300429995186578,0.0353688304043539,-0.00372901391565558,-0.00738106688814925,NA
1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,-0.0960749572329152,0.163731933634445,0.139269908091909,0.343545689136317,-0.115264297271382,0.119630463978856,0.0224468252908987,-0.0076817143488007,0.00150210518825775,-0.00275035960056658,-0.0167833381817567,-0.00281605564002642
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.376083150554123,-0.00608537072975688,0.481305318182364,0.794954387370845,0.728894599240732,0.377623726889237,0.0979620333153158,NA,0.623996390617464,NA,0.611701571948647,-0.00880104444879978
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.84429509989209,0.0138869805418032,0.733748325886507,0.890273797382396,0.84058205040371,0.475156306873483,0.00108128262490679,NA,0.804918851870207,NA,0.80692175386681,-0.0769829235282161
1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.7915037173228,0.0216803057141088,0.325715456381253,0.530955030150591,0.561851755181147,0.304560475875744,0.909085316725876,NA,0.165237273365356,0.175180281635444,0.198853298093326,NA
1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.813750730729698,-0.00608537072975688,0.0535193955142164,0.522895191994827,0.529250687454566,0.219303485800087,0.00938499822253821,NA,0.175037965235286,0.000938056484239272,0.0341719041748136,0.0218305150108631
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,NA,0.52087790227904,0.778768377156735,0.417107554386724,0.874816624182936,0.743730073892418,0.051547855833008,NA,0.710885806285156,0.802092393031242,0.823697305729413,NA
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.775591553085077,-0.00608537072975688,0.187578069613373,0.885967791422457,0.75398782731691,-0.061254438168088,0.00666679166901046,0.00601309108061703,0.000844626125308759,NA,0.00434877569345014,-0.0213015562550982
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.141584166752488,-0.0732760022367927,-0.214089744159992,0.102841112714484,0.126556749678511,0.0107040092077499,0.0219688051649979,0.0408281645125929,0.0845344571510423,0.0493843394562654,0.00558727585381652,-0.0118107094461848
1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,-0.0769535949823349,-0.0176749861182154,0.0100731815998764,0.177234694151332,0.0428230133191821,0.000756388250692677,0.0354714750221697,-0.000239761998962055,0.0285197544207367,0.190208111685393,0.036237790601927,0.0542172513992303
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.0521950962895653,-0.0743946680162853,-0.0531810393314873,0.759819876083231,0.6198276565746,0.24160434026982,-0.00392400510120663,NA,0.35416119594386,0.366484956246092,0.606994850427879,0.223361155554552
1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.848785490854629,0.342538498715804,0.117063877180046,0.813969631282228,0.81825811085796,0.703044575426006,-0.00266293712300783,NA,0.767058705175079,0.853953194700354,0.842392791299695,0.734746782847327
1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.714587291294998,0.573053260232541,0.461077589418014,0.596287755161588,0.80062019012162,0.759101753177382,0.901430256207961,NA,0.438176904789574,0.178256325211991,0.722332210870269,0.80341343429059
1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.521304315251582,-0.076684391136151,-0.108927090754785,0.411329471791393,0.337286319527058,-0.00291808686220465,0.00983548972542591,0.0446529646451093,0.211676331100189,0.12129311832175,0.0145265551161596,0.0061512247209252
1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.841499822450495,0.852565541596228,0.824976255862008,0.627656377813939,0.892348189409169,0.906785301884016,-0.00392400510120663,NA,0.808567047156721,0.432422984969766,0.90323573850747,NA
1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.694735402540592,-0.0109777470691986,-0.0512914640144065,0.873638538510402,0.730576193383471,0.353063386140016,-0.000190463119477795,NA,0.475989880518149,0.564040535293907,0.599414465833383,0.328532801280817
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.306837853932909,-0.0690821306027084,-0.0148452317271215,0.372345728269294,0.200177661377437,0.162105047578232,0.0156296335060268,0.098271439306265,0.14146964451277,0.109113308972886,-0.0108889229321935,0.0120752656420887
1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.0111651907912644,-0.0676189908104577,0.141384191161481,0.12427338600151,0.495308424549465,0.0010175871058467,0.069575686959899,0.000876287846389891,0.087756406757876,-0.00415507067014539,0.0306953258449877,0.140069338258671
1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.258969816359138,-0.000529985770470936,0.146824403518702,0.763002840043422,0.711714339976792,0.243600179752199,0.00244673259251708,NA,0.678374374486593,NA,0.524031570823578,0.406206768488354
1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.714401339420687,0.548083968932528,0.778433877010031,0.889102918790257,0.849112575638674,0.736578638385573,0.00244673259251708,NA,0.868975680616689,NA,0.822889719750916,0.770793321498457
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.0281910332091063,0.502813839351269,0.244860460417247,0.258189966217627,0.573664467617991,0.581073761409706,0.885267673188908,0.130033702731809,0.312810707532694,0.428962244998093,0.367118563712562,0.738513996175202
1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.490106068727355,-0.0388230985227689,0.0991880292180341,0.321849219079062,0.504176885049008,0.120106826054055,0.0293750735553725,0.10321454236807,0.454596315327031,0.00676405568283696,0.00273845207186363,0.109582143125264
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.547757273472651,0.869147334024499,0.861018729586248,0.519356633721084,0.86022370118493,0.881876527324946,0.025918644879898,NA,0.857160437611505,NA,0.855774199428101,NA
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.674125656117531,0.31598183680293,0.342653409041627,0.905031420520819,0.752326697699777,0.514672931772116,0.000265733436146865,NA,0.767680153757699,NA,0.554418953116029,0.623965524523691
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.447862361446448,-0.0825516247932102,-0.0418723814144495,0.228503698938499,0.206109807023589,0.0805475125032903,0.00607636738906089,0.0516346384980168,0.0171361799001808,-0.0070317638412875,0.000315799301365733,0.00427489037934605
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,-0.00295627194460608,-0.00039990523869979,-0.00531263031025278,0.184583137835337,0.0286764507469181,-0.0499969860998927,0.0609149163818163,0.0626485629788199,-0.000997495772824105,-0.130646815015025,0.00102459390382972,0.0996895286917341
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.701282715035874,0.140010151241099,0.293036434894854,0.763482415667765,0.664526600809501,0.254827143927497,0.0159668631192408,NA,0.555390509242865,NA,0.468493929335569,0.374308991792701
1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.659184799658411,0.259445435721187,0.529035346854582,0.614747519125294,0.539034070784664,0.225985728208006,-0.00127922945237692,0.102050297743385,0.374416996316555,NA,0.51380736901172,0.559190631815929
1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.672975570863591,0.709162822278867,0.666842409564243,0.283969539239394,0.538412000405335,0.711770721889331,0.907629701117325,NA,0.425389007949779,NA,0.48165593303841,0.771053442119837
1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.457578176788491,-0.0818303355527647,-0.0101874807945267,0.0551908303598328,0.105688998233684,-0.0211613089979285,0.0159668631192408,NA,0.0197230334213002,-0.101261567920094,-0.0434733131766136,0.114156465458441
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.817881561295779,0.891789083228166,0.834026628727423,0.188864730187886,0.809064278559673,0.85324505519056,-0.00257705437316284,NA,0.755287123087594,NA,0.805144811525122,NA
1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.807340952950362,0.0262729968612086,0.215752709833763,0.88396965856441,0.737863475741783,0.550389680193496,0.0195167128795622,NA,0.712264647597547,NA,0.595650130648374,0.331281960887616
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.399045625830543,-0.0702353371540056,-0.0413217592647253,0.120821193294941,0.151551075630727,0.0641605916124406,0.00108128262490679,0.062405427707084,0.0476841476645686,0.0158815754650581,0.000691096408212554,0.0124007619107
1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.597239169581055,-0.019210449629579,0.0168874893586407,0.279195500690583,0.501279284904958,0.286786723461684,0.118229403763852,0.121476027046205,0.0704231295220016,0.00332688441345729,0.16334636720703,0.200177737885706
1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.746009548901172,-0.0132807913711473,0.0992792685172766,0.780370214810034,0.741007923542838,0.503584615814993,0.00108128262490679,NA,0.679983993605181,NA,0.566232030663389,0.493502481117825
1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.880619687668186,0.354059125199567,0.500646566238009,0.839987552704856,0.819085601872364,0.637829067040604,-0.00466397145649469,NA,0.828980769717212,NA,0.801986340383998,0.746361362420225
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.805060845071784,0.612829532667018,0.362929583872301,0.12384108798281,0.742478148276636,0.714872225775246,0.883209941526698,0.132111409677135,0.61478154241424,0.723417497833548,0.684854402614352,0.811044020776939
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.776880370670009,-0.0748838135311245,0.0172726691972478,0.256874284085502,0.0879640637884656,0.0918609673780473,-0.000938658656779462,0.0381616597369397,0.0873689213376344,-0.0416188651534947,0.0255967636382847,0.0120654638706027
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.862188315983864,0.833501118062726,0.772330274576173,0.352091305656234,0.842688148471842,0.85834273773184,-0.00197795405377563,NA,0.797572948226953,NA,0.870200917240105,NA
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,30,30,30,30,30,30,30,30,30,30,30,30,0.777448791507323,-0.0165868301478655,-0.0263810448256234,0.87355505370403,0.72878452310952,0.430887324804967,0.00244673259251708,NA,0.641919790548572,NA,0.593812122102036,0.368037902654864
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,30,30,30,30,30,30,30,30,30,30,30,0.205831458941841,-0.0630263589448556,-0.148523490846621,0.102092164281374,0.0891169833086294,0.0286788221100179,0.0253058065384551,0.010003252066019,0.00577733003869686,0.00107224284654826,0.00489516636792302,-2.20507338780125e-06
1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,30,30,30,30,30,30,30,30,30,30,30,30,-0.0492147718187158,-0.0878713424953775,-0.179333790318584,-0.0231718083680564,0.231268313934049,-0.00681597859083648,0.110830329540644,-0.000691009788441849,-0.0743862476309398,-0.078974508497824,-0.0428342904721631,0.0091497195050069
1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,30,30,30,30,30,30,30,30,30,30,30,30,0.569476775141984,-0.0606031455918426,0.0082879292847953,0.709984595994959,0.559899979059451,-0.000197792221589098,-0.0152843745237381,-0.000310220756548414,0.171902953756454,NA,0.510236374640237,0.221915490011787
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,30,30,30,30,30,30,30,30,30,30,30,30,0.861086740497443,0.189382865275049,0.506903388960869,0.860854150338366,0.818699398137469,0.629064704836115,0.000200975007920369,NA,0.791586403637592,NA,0.790972064237452,0.711660955883758
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,30,30,30,30,30,30,30,30,30,30,30,30,0.721581743689042,0.608008570379241,0.134242277967787,0.20393179100565,0.666767605944786,0.547546691969758,0.88171321026533,NA,0.415673663011794,0.508322164090587,0.642565110274881,0.785503188824797
1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,30,30,30,30,30,30,30,30,30,30,30,30,0.387405736590376,-0.0854834012654045,-0.00546557415219514,0.00642602965137914,0.447091013443314,-0.0163494895879566,-0.000733557475895412,0.0112058816384431,-0.019725174629312,-0.129025799524501,0.0514871844126826,0.0390711889412067
1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,30,30,30,30,30,30,30,30,30,30,30,30,0.794836016840209,0.828357379439433,0.787702449588304,0.0204139730567324,0.844736847625935,0.852691329650274,-0.00949100754075421,NA,0.74068579464588,NA,0.856287055911292,NA
